2025_07_29_07_12_06_L_001.csv,ブーム:,L,穿孔No.:,1,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
4509,9,18,13,773,29.132,1.536,14.4,6.9,5.1,0,8,68.9,1455,-34521.663,33250.402,54.013,3864.027,-0.33,5.519,42.3415,80.0773,-2.5316,9.9227,,1,1,3866,,,,,,
4510,9,18,13,973,29.138,1.369,14.4,7.2,4.8,0,8,71.7,1455,-34521.663,33250.402,54.013,3864.027,-0.33,5.519,42.3415,80.0773,-2.5316,9.9227,,1,1,3866,,,,,,
4511,9,18,14,173,29.143,1.186,14.4,6.8,5,0,8,87.4,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4512,9,18,14,373,29.152,1.369,14.5,7.2,4.9,0,8,74.8,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4513,9,18,14,573,29.157,1.354,14.5,6.7,4.8,0,8,74,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4514,9,18,14,773,29.163,1.202,14.5,6.8,4.7,0,8,81.8,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4515,9,18,14,974,29.17,1.262,14.5,8.1,4.6,0,8,76.3,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4516,9,18,15,173,29.175,1.247,14.5,7.9,4.4,0,8,73.7,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4517,9,18,15,373,29.182,1.247,14.5,8.3,4.2,0,8,70.6,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4518,9,18,15,573,29.189,1.399,14.4,8.5,4.2,0,8,62.8,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4519,9,18,15,773,29.195,1.186,14.4,7.8,4.6,0,8,79,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4520,9,18,15,973,29.202,1.323,14.3,8.2,4.4,0,8,67.5,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4521,9,18,16,173,29.21,1.491,14.3,6.5,5.1,0,8,69.2,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4522,9,18,16,373,29.216,1.445,14.4,7.5,4.6,0,8,66.2,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4523,9,18,16,573,29.224,1.643,14.5,7.9,4.5,0,8,56.5,1455,-34521.729,33250.468,54.108,3864.027,-0.237,5.615,42.3665,79.2363,-2.5066,10.7637,,1,1,3866,,,,,,
4524,9,18,16,793,29.228,1.126,14.5,6.9,4.9,0,8,91.9,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4525,9,18,17,53,29.235,1.11,14.4,7.5,4.8,0,8,89,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4526,9,18,17,253,29.245,1.582,14.4,7.6,4.6,0,8,59.8,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4527,9,18,17,453,29.249,1.186,14.4,7,5,0,8,86.3,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4528,9,18,17,653,29.259,1.521,14.5,7.7,4.6,0,8,63.4,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4529,9,18,17,853,29.269,1.673,14.5,7.2,4.7,0,8,58.3,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4530,9,18,18,53,29.273,1.369,14.5,7.4,4.7,0,8,72.3,1455,-34521.641,33250.433,54.075,3863.989,-0.324,5.581,42.3157,79.5992,-2.5574,10.4008,,1,1,3866,,,,,,
4531,9,18,18,253,29.28,1.46,14.5,7.7,4.6,0,8,65.9,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4532,9,18,18,454,29.288,1.338,14.5,7.3,4.7,0,8,73.2,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4533,9,18,18,653,29.295,1.491,14.4,7.8,4.6,0,8,63.3,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4534,9,18,18,853,29.302,1.688,14.3,7.6,4.7,0,8,56.6,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4535,9,18,19,53,29.31,1.491,14.3,7.8,4.6,0,8,62.8,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4536,9,18,19,253,29.314,1.354,14.4,8.1,4.5,0,8,68.1,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4537,9,18,19,453,29.321,1.338,14.3,7.8,4.5,0,8,68.1,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4538,9,18,19,653,29.33,1.369,14.3,7,4.9,0,8,73.5,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4539,9,18,19,853,29.335,1.551,14.4,7.3,4.9,0,8,64.9,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4540,9,18,20,53,29.342,1.475,14.5,7.7,4.5,0,8,63.5,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4541,9,18,20,253,29.348,1.202,14.5,6.6,4.9,0,8,85.3,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4542,9,18,20,453,29.355,1.399,14.5,8.3,4.3,0,8,63.9,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4543,9,18,20,653,29.362,1.521,14.5,7.6,4.5,0,8,62.3,1455,-34521.623,33250.504,54.093,3863.926,-0.286,5.599,42.3641,79.5038,-2.5089,10.4962,,1,1,3866,,,,,,
4544,9,18,20,873,29.367,1.247,14.5,7.1,4.6,0,8,77.2,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4545,9,18,21,74,29.376,1.445,14.5,7.8,4.4,0,8,63.7,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4546,9,18,21,273,29.384,1.43,14.5,7.3,4.5,0,8,66.2,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4547,9,18,21,473,29.388,1.293,14.5,8.1,4.3,0,8,69.5,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4548,9,18,21,673,29.397,1.551,14.4,8.8,4.1,0,8,55.2,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4549,9,18,21,873,29.403,1.384,14.4,7.5,4.5,0,8,66.9,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4550,9,18,22,73,29.41,1.43,14.4,8.3,4.4,0,8,63.3,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4551,9,18,22,273,29.42,1.627,14.4,7.5,4.6,0,8,58.7,1455,-34521.59,33250.52,54.092,3863.892,-0.299,5.598,42.3531,79.6158,-2.5199,10.3842,,1,1,3866,,,,,,
4552,9,18,22,473,29.426,1.399,14.4,7,4.9,0,8,71.5,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4553,9,18,22,673,29.434,1.734,14.5,7.7,4.6,0,8,55.4,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4554,9,18,22,873,29.44,1.43,14.5,6.7,4.9,0,8,71.8,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4555,9,18,23,74,29.445,1.232,14.5,8,4.5,0,8,75.8,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4556,9,18,23,273,29.454,1.491,14.5,7.6,4.6,0,8,64.2,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4557,9,18,23,493,29.459,1.232,14.5,6.4,4.9,0,8,82.9,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4558,9,18,23,754,29.466,1.156,14.4,7.6,4.7,0,8,84,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4559,9,18,23,953,29.477,1.551,14.4,7.8,4.6,0,8,61.4,1455,-34521.542,33250.561,54.1,3863.829,-0.303,5.606,42.3309,79.6279,-2.5422,10.3721,,1,1,3866,,,,,,
4560,9,18,24,153,29.484,1.323,14.5,6.9,4.7,0,8,74.9,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4561,9,18,24,353,29.491,1.582,14.5,8,4.5,0,8,58.9,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4562,9,18,24,553,29.499,1.521,14.5,7.9,4.4,0,8,60.7,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4563,9,18,24,753,29.505,1.323,14.4,7.3,4.9,0,8,77.2,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4564,9,18,24,953,29.512,1.445,14.4,7.6,4.8,0,8,67.7,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4565,9,18,25,154,29.519,1.506,14.4,7.8,4.5,0,8,62.1,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4566,9,18,25,374,29.524,1.171,14.4,7.7,4.8,0,8,84.5,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4567,9,18,25,573,29.531,1.354,14.5,8.4,4.5,0,8,68.7,1455,-34521.525,33250.581,54.127,3863.803,-0.301,5.633,42.3575,79.4501,-2.5156,10.5499,,1,1,3866,,,,,,
4568,9,18,25,773,29.54,1.536,14.5,6.6,5,0,8,67.3,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4569,9,18,25,994,29.544,1.217,14.5,6.8,4.9,0,8,84.7,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4570,9,18,26,194,29.552,1.415,14.5,8,4.3,0,8,62.8,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4571,9,18,26,393,29.558,1.232,14.5,6.9,4.7,0,8,80.3,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4572,9,18,26,593,29.563,1.202,14.5,7.7,4.5,0,8,77.6,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4573,9,18,26,793,29.572,1.506,14.4,7.8,4.5,0,8,61.9,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4574,9,18,26,993,29.576,1.217,14.4,7.2,4.7,0,8,80.2,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4575,9,18,27,193,29.583,1.293,14.4,8.1,4.4,0,8,70.9,1455,-34521.505,33250.608,54.114,3863.769,-0.295,5.62,42.3423,79.5609,-2.5307,10.4391,,1,1,3866,,,,,,
4576,9,18,27,393,29.593,1.415,14.4,8,4.5,0,8,65.6,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4577,9,18,27,653,29.598,1.171,14.4,7.1,4.7,0,8,83.3,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4578,9,18,27,853,29.605,1.217,14.4,7.6,4.7,0,8,78.9,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4579,9,18,28,53,29.612,1.491,14.3,7.6,4.6,0,8,62.6,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4580,9,18,28,253,29.618,1.232,14.4,7,4.9,0,8,82.1,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4581,9,18,28,473,29.623,1.278,14.4,8,4.5,0,8,72.7,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4582,9,18,28,673,29.632,1.278,14.4,7.4,4.6,0,8,74.7,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4583,9,18,28,893,29.636,0.973,14.4,6.7,5,0,8,106.7,1455,-34521.462,33250.65,54.12,3863.709,-0.296,5.626,42.3612,79.6216,-2.5118,10.3784,,1,1,3866,,,,,,
4584,9,18,29,93,29.643,1.217,14.4,7.9,4.6,0,8,79.1,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4585,9,18,29,293,29.65,1.293,14.4,7.3,4.6,0,8,74.3,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4586,9,18,29,493,29.655,1.308,14.5,6.9,4.9,0,8,77.8,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4587,9,18,29,693,29.662,1.43,14.5,7.4,4.7,0,8,68.7,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4588,9,18,29,893,29.669,1.338,14.5,6.9,4.8,0,8,74.8,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4589,9,18,30,93,29.676,1.445,14.5,7.8,4.5,0,8,65.5,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4590,9,18,30,293,29.683,1.521,14.5,7.8,4.5,0,8,61.2,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4591,9,18,30,494,29.689,1.278,14.4,7.3,4.8,0,8,77.8,1455,-34521.437,33250.659,54.137,3863.685,-0.308,5.643,42.3318,79.4868,-2.5412,10.5132,,1,1,3866,,,,,,
4592,9,18,30,693,29.694,1.278,14.4,7.4,4.9,0,8,78.3,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4593,9,18,30,893,29.702,1.415,14.4,7.4,4.7,0,8,68.3,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4594,9,18,31,94,29.707,1.278,14.5,7.3,4.8,0,8,78.2,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4595,9,18,31,294,29.714,1.308,14.5,8.3,4.3,0,8,69,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4596,9,18,31,493,29.719,1.186,14.5,7,4.8,0,8,83.4,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4597,9,18,31,693,29.725,1.141,14.5,7.6,4.7,0,8,85.7,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4598,9,18,31,893,29.733,1.491,14.5,8.1,4.3,0,8,60,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4599,9,18,32,93,29.739,1.171,14.5,7.1,4.8,0,8,86.1,1455,-34521.411,33250.675,54.134,3863.656,-0.315,5.64,42.3298,79.6252,-2.5433,10.3748,,1,1,3866,,,,,,
4600,9,18,32,333,29.744,1.034,14.5,8.9,4,0,8,80.2,1455,-34521.395,33250.7,54.133,3863.626,-0.309,5.639,42.327,79.6793,-2.546,10.3207,,1,1,3866,,,,,,
4601,9,18,32,534,29.753,1.415,14.5,8.7,4,0,8,58.7,1455,-34521.395,33250.7,54.133,3863.626,-0.309,5.639,42.327,79.6793,-2.546,10.3207,,1,1,3866,,,,,,
4602,9,18,32,773,29.759,1.293,14.5,7.2,4.4,0,8,71.9,1455,-34521.395,33250.7,54.133,3863.626,-0.309,5.639,42.327,79.6793,-2.546,10.3207,,1,1,3866,,,,,,
4603,9,18,33,74,29.766,1.126,14.4,6.8,4.8,0,8,87.3,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4604,9,18,33,293,29.773,1.217,14.4,8.4,4.5,0,8,77.1,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4605,9,18,33,493,29.783,1.627,14.5,7.5,4.6,0,8,59,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4606,9,18,33,693,29.789,1.369,14.5,7.2,4.5,0,8,68.5,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4607,9,18,33,893,29.796,1.536,14.5,8.1,4.3,0,8,58.9,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4608,9,18,34,93,29.803,1.46,14.5,7.6,4.5,0,8,64.6,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4609,9,18,34,293,29.81,1.323,14.5,7.7,4.5,0,8,71,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4610,9,18,34,493,29.815,1.597,14.4,9.1,4.1,0,8,52.6,1455,-34521.372,33250.715,54.143,3863.599,-0.313,5.649,42.3198,79.6123,-2.5533,10.3877,,1,1,3866,,,,,,
4611,9,18,34,693,29.822,1.308,14.4,7.2,4.7,0,8,73.1,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4612,9,18,34,893,29.829,1.323,14.3,8.5,4.5,0,8,68.8,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4613,9,18,35,93,29.84,1.856,14.3,8,4.4,0,8,48.4,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4614,9,18,35,293,29.847,1.704,14.4,7.3,4.7,0,8,56.2,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4615,9,18,35,493,29.855,1.871,14.5,7.9,4.5,0,8,49.8,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4616,9,18,35,694,29.864,1.643,14.5,7.6,4.3,0,8,54.6,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4617,9,18,35,893,29.871,1.567,14.5,7.2,4.6,0,8,61.7,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4618,9,18,36,93,29.879,1.704,14.5,8.8,4.2,0,8,50.7,1455,-34521.355,33250.736,54.161,3863.572,-0.311,5.667,42.3252,79.5229,-2.5479,10.4771,,1,1,3866,,,,,,
4619,9,18,36,293,29.886,1.551,14.5,7.6,4.4,0,8,58.4,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4620,9,18,36,514,29.89,1.171,14.5,8,4.1,0,8,71.8,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4621,9,18,36,713,29.9,1.536,14.4,9,3.9,0,8,52.2,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4622,9,18,37,13,29.908,1.627,14.5,8,4.2,0,8,53.4,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4623,9,18,37,253,29.915,1.232,14.5,6.8,4.8,0,8,80.6,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4624,9,18,37,453,29.922,1.491,14.5,8.3,4,0,8,56.2,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4625,9,18,37,654,29.931,1.506,14.5,8.2,4.2,0,8,58.2,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4626,9,18,37,853,29.936,1.293,14.5,8.1,4.3,0,8,69.6,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4627,9,18,38,53,29.943,1.536,14.4,9.4,3.9,0,8,52.2,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4628,9,18,38,294,29.951,1.308,14.5,9,4,0,8,63.4,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4629,9,18,38,493,29.956,1.019,14.4,8.1,4.3,0,8,86.2,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4630,9,18,38,693,29.964,1.475,14.4,8.2,4.5,0,8,62.6,1455,-34521.3,33250.781,54.159,3863.502,-0.318,5.665,42.3096,79.6443,-2.5634,10.3557,,1,1,3866,,,,,,
4631,9,18,38,894,29.971,1.46,14.3,8,4.5,0,8,63,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4632,9,18,39,94,29.975,1.186,14.4,7.8,4.5,0,8,77.9,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4633,9,18,39,293,29.983,1.506,14.4,8.5,4.3,0,8,58.5,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4634,9,18,39,514,29.992,1.445,14.4,7.4,4.5,0,8,64.7,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4635,9,18,39,733,29.996,1.323,14.5,7.4,4.5,0,8,71.2,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4636,9,18,39,933,30.004,1.612,14.5,8.8,4.1,0,8,52.9,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
4637,9,18,40,153,30.01,1.202,14.5,7.3,4.4,0,8,76.3,1455,-34521.277,33250.809,54.15,3863.466,-0.314,5.657,42.3514,79.7848,-2.5216,10.2152,,1,1,3866,,,,,,
