2025_07_29_07_12_06_L_001.csv,ブーム:,L,穿孔No.:,1,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
666,8,55,17,773,5.63,1.247,14.5,4.4,6.3,0,2,118.4,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
667,8,55,17,973,5.637,1.247,14.5,4.6,6.3,0,2,118.8,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
668,8,55,18,173,5.642,1.293,14.5,4.9,5.9,0,2,106.7,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
669,8,55,18,374,5.649,1.354,14.5,4.7,6,0,2,103.9,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
670,8,55,18,574,5.656,1.445,14.5,4.9,6,0,2,96.8,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
671,8,55,18,773,5.663,1.445,14.5,4.6,6.2,0,2,100,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
672,8,55,18,973,5.67,1.415,14.5,4.7,6.2,0,2,102.7,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
673,8,55,19,174,5.678,1.445,14.5,5.2,5.8,0,2,94.1,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
674,8,55,19,374,5.685,1.46,14.5,5,5.8,0,2,93.3,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
675,8,55,19,573,5.692,1.475,14.5,4.8,6,0,2,95.9,1446,-34521.051,33251.217,54.309,3863.018,-0.184,5.815,43.4705,78.6054,-1.4025,11.3946,,1,1,3866,,,,,,
676,8,55,19,773,5.699,1.491,14.5,4.2,6.4,0,2,100,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
677,8,55,19,974,5.708,1.506,14.5,4.2,6.4,0,2,100.3,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
678,8,55,20,174,5.715,1.536,14.5,5.1,6,0,2,91.6,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
679,8,55,20,373,5.722,1.521,14.5,4.6,5.8,0,2,90.3,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
680,8,55,20,574,5.729,1.46,14.5,4.8,5.9,0,2,93.8,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
681,8,55,20,773,5.737,1.491,14.4,4.3,6.3,0,2,98.4,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
682,8,55,20,973,5.744,1.475,14.5,4.1,6.4,0,2,100.3,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
683,8,55,21,173,5.749,1.43,14.5,5.1,6.1,0,2,99.1,1446,-34521.002,33251.257,54.317,3862.955,-0.191,5.823,43.4597,78.6156,-1.4133,11.3844,,1,1,3866,,,,,,
684,8,55,21,374,5.756,1.399,14.5,4.7,6,0,2,99.9,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
685,8,55,21,573,5.762,1.354,14.5,4.7,6.2,0,2,107.1,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
686,8,55,21,773,5.769,1.369,14.5,4.3,6.3,0,2,108,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
687,8,55,21,974,5.776,1.415,14.5,4.4,6.4,0,2,105.3,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
688,8,55,22,173,5.783,1.399,14.5,4.9,5.9,0,2,98.2,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
689,8,55,22,374,5.79,1.46,14.5,4.8,6,0,2,95,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
690,8,55,22,573,5.797,1.536,14.5,4.2,6.4,0,2,96.9,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
691,8,55,22,773,5.809,1.582,14.5,4.6,6.2,0,2,91.1,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
692,8,55,22,974,5.818,1.688,14.5,5.2,6,0,2,83.1,1446,-34520.975,33251.277,54.314,3862.921,-0.196,5.82,43.453,78.6241,-1.42,11.3759,,1,1,3866,,,,,,
693,8,55,23,173,5.826,1.734,14.5,4.8,5.8,0,2,78.4,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
694,8,55,23,374,5.834,1.78,14.5,4.6,6.1,0,2,80,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
695,8,55,23,573,5.843,1.764,14.5,4.9,6.1,0,2,80.5,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
696,8,55,23,773,5.851,1.734,14.4,4.2,6.3,0,2,84.6,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
697,8,55,23,973,5.859,1.734,14.4,4.6,6.3,0,2,83.8,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
698,8,55,24,173,5.866,1.704,14.5,4.9,5.9,0,2,81.6,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
699,8,55,24,374,5.875,1.643,14.5,4.8,5.9,0,2,85,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
700,8,55,24,573,5.883,1.658,14.5,4.9,6,0,2,84.5,1446,-34520.965,33251.289,54.367,3862.906,-0.194,5.873,43.5296,78.2801,-1.3434,11.7199,,1,1,3866,,,,,,
701,8,55,24,774,5.89,1.627,14.5,4,6.3,0,2,90.6,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
702,8,55,24,973,5.897,1.597,14.6,5.1,5.9,0,2,87.6,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
703,8,55,25,173,5.905,1.567,14.5,5,5.9,0,2,88,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
704,8,55,25,374,5.912,1.536,14.5,4.6,6,0,2,90.7,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
705,8,55,25,574,5.92,1.46,14.5,4.7,6.1,0,2,97.6,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
706,8,55,25,774,5.927,1.536,14.6,4.5,6.3,0,2,96.6,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
707,8,55,25,974,5.934,1.506,14.6,5,6.1,0,2,95.6,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
708,8,55,26,174,5.94,1.43,14.5,4.9,6,0,2,98.2,1446,-34520.921,33251.327,54.315,3862.848,-0.198,5.821,43.4647,78.7663,-1.4084,11.2337,,1,1,3866,,,,,,
709,8,55,26,373,5.947,1.46,14.5,4.9,6,0,2,95.1,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
710,8,55,26,573,5.954,1.445,14.6,4.7,6,0,2,97.5,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
711,8,55,26,773,5.961,1.445,14.6,4.1,6.2,0,2,101.2,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
712,8,55,26,973,5.969,1.551,14.5,4,6.4,0,2,96,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
713,8,55,27,173,5.976,1.445,14.4,4.4,6.4,0,2,101.6,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
714,8,55,27,373,5.983,1.43,14.5,5.1,5.9,0,2,96.4,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
715,8,55,27,573,5.99,1.445,14.5,4.7,6,0,2,97.6,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
716,8,55,27,773,5.997,1.415,14.5,4.5,6.2,0,2,103,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
717,8,55,27,973,6.004,1.415,14.4,4.6,6.2,0,2,102.3,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
718,8,55,28,174,6.009,1.415,14.4,4.1,6.4,0,2,104.4,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
719,8,55,28,373,6.015,1.338,14.5,4.8,6,0,2,104.3,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
720,8,55,28,573,6.022,1.308,14.5,4.4,6.3,0,2,111.9,1446,-34520.879,33251.372,54.34,3862.787,-0.195,5.846,43.4847,78.7053,-1.3884,11.2947,,1,1,3866,,,,,,
721,8,55,28,773,6.03,1.293,14.4,4.5,6.1,0,2,109.9,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
722,8,55,28,973,6.036,1.262,14.5,4.5,6.2,0,2,116.4,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
723,8,55,29,173,6.041,1.171,14.6,4.3,6.4,0,2,129.6,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
724,8,55,29,374,6.047,1.217,14.5,4.4,6.4,0,2,123.1,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
725,8,55,29,573,6.054,1.202,14.5,4.5,6.3,0,2,122.4,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
726,8,55,29,773,6.06,1.262,14.6,4.6,6.2,0,2,116.1,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
727,8,55,29,973,6.065,1.262,14.6,4.6,6.2,0,2,116.1,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
728,8,55,30,173,6.071,1.262,14.4,4.4,6.4,0,2,117.2,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
729,8,55,30,373,6.078,1.247,14.4,4.1,6.5,0,2,120.1,1446,-34520.856,33251.394,54.347,3862.755,-0.196,5.853,43.4779,78.6602,-1.3952,11.3398,,1,1,3866,,,,,,
730,8,55,30,574,6.086,1.293,14.5,4.2,6.5,0,2,117.8,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
731,8,55,30,773,6.092,1.354,14.5,4.7,6,0,2,104.5,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
732,8,55,30,973,6.097,1.293,14.4,4.5,6.1,0,2,110,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
733,8,55,31,173,6.104,1.338,14.4,4.6,6.1,0,2,105,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
734,8,55,31,373,6.111,1.354,14.5,4.1,6.4,0,2,110.1,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
735,8,55,31,573,6.118,1.278,14.5,4,6.4,0,2,118.4,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
736,8,55,31,773,6.124,1.247,14.4,4,6.6,0,2,122.4,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
737,8,55,31,973,6.129,1.262,14.4,4.6,6.3,0,2,114.9,1446,-34520.811,33251.433,54.351,3862.696,-0.201,5.857,43.4634,78.7305,-1.4097,11.2695,,1,1,3866,,,,,,
738,8,55,32,173,6.136,1.293,14.5,4.5,6.2,0,2,111.6,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
739,8,55,32,373,6.142,1.293,14.5,4.7,6.2,0,2,112,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
740,8,55,32,573,6.149,1.323,14.5,4.6,6.2,0,2,110,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
741,8,55,32,773,6.154,1.232,14.4,4.1,6.4,0,2,121.1,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
742,8,55,32,973,6.16,1.278,14.5,4.3,6.4,0,2,117.3,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
743,8,55,33,173,6.167,1.262,14.5,4.4,6.4,0,2,117.5,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
744,8,55,33,373,6.172,1.278,14.4,4.5,6.1,0,2,111.4,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
745,8,55,33,573,6.178,1.247,14.5,4.8,6.1,0,2,114.1,1446,-34520.795,33251.454,54.355,3862.669,-0.197,5.861,43.486,78.7365,-1.3871,11.2635,,1,1,3866,,,,,,
746,8,55,33,773,6.185,1.293,14.6,4.5,6.3,0,2,116,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
747,8,55,33,974,6.19,1.186,14.5,4.1,6.6,0,2,128.7,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
748,8,55,34,173,6.196,1.171,14.5,4.5,6.3,0,2,124.6,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
749,8,55,34,373,6.201,1.202,14.5,4.7,6.3,0,2,121.5,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
750,8,55,34,573,6.207,1.202,14.4,4.6,5.9,0,2,114.4,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
751,8,55,34,773,6.213,1.232,14.4,4.8,6.2,0,2,116.2,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
752,8,55,34,973,6.218,1.202,14.5,4.5,6.2,0,2,120.9,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
753,8,55,35,173,6.224,1.141,14.5,4.3,6.4,0,2,130.1,1446,-34520.779,33251.467,54.389,3862.648,-0.199,5.895,43.5282,78.5308,-1.3449,11.4692,,1,1,3866,,,,,,
754,8,55,35,373,6.231,1.262,14.4,4.2,6.4,0,2,116.6,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
755,8,55,35,573,6.236,1.278,14.5,4.5,6.2,0,2,113.6,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
756,8,55,35,773,6.243,1.293,14.5,4.6,6.2,0,2,112.4,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
757,8,55,35,973,6.25,1.369,14.4,4.8,6,0,2,102.4,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
758,8,55,36,173,6.256,1.354,14.5,4.6,6.2,0,2,106.9,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
759,8,55,36,373,6.261,1.354,14.6,5.2,6.1,0,2,106.7,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
760,8,55,36,573,6.268,1.369,14.5,4.5,6.2,0,2,106.1,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
761,8,55,36,773,6.277,1.354,14.4,4.3,6.2,0,2,105.7,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
762,8,55,36,973,6.282,1.43,14.5,4.5,6.3,0,2,102.5,1446,-34520.749,33251.486,54.426,3862.614,-0.206,5.932,43.4734,78.3723,-1.3996,11.6277,,1,1,3866,,,,,,
763,8,55,37,173,6.289,1.354,14.5,4.3,6.5,0,2,113.2,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
764,8,55,37,373,6.295,1.338,14.5,4.6,6.1,0,2,106.2,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
765,8,55,37,573,6.302,1.399,14.4,4.8,6.2,0,2,102.2,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
766,8,55,37,773,6.308,1.323,14.4,4.7,6.1,0,2,105.5,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
767,8,55,37,973,6.314,1.308,14.6,4.8,6.2,0,2,111,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
768,8,55,38,173,6.321,1.445,14.6,4.8,5.9,0,2,97.6,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
769,8,55,38,373,6.329,1.445,14.5,4.6,6.2,0,2,99.9,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
770,8,55,38,573,6.336,1.43,14.4,4.5,6.2,0,2,100.2,1446,-34520.714,33251.529,54.385,3862.559,-0.201,5.891,43.4894,78.686,-1.3837,11.314,,1,1,3866,,,,,,
771,8,55,38,773,6.343,1.46,14.5,4,6.5,0,2,103.2,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
772,8,55,38,973,6.349,1.399,14.6,4.3,6.6,0,2,110.9,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
773,8,55,39,173,6.354,1.384,14.4,4.9,6.1,0,2,102.6,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
774,8,55,39,373,6.361,1.308,14.4,4.5,6.5,0,2,113.1,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
775,8,55,39,573,6.366,1.217,14.5,4.5,6.3,0,2,120.2,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
776,8,55,39,773,6.372,1.262,14.6,5,6.2,0,2,115.8,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
777,8,55,39,973,6.379,1.338,14.5,4.3,6.3,0,2,110.9,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
778,8,55,40,173,6.386,1.354,14.5,4.6,6.1,0,2,104.7,1446,-34520.688,33251.55,54.37,3862.526,-0.204,5.876,43.4639,78.8446,-1.4091,11.1554,,1,1,3866,,,,,,
779,8,55,40,373,6.392,1.369,14.5,4.6,6.2,0,2,105.8,1446,-34520.667,33251.572,54.381,3862.495,-0.203,5.887,43.4837,78.7933,-1.3893,11.2067,,1,1,3866,,,,,,
780,8,55,40,573,6.399,1.232,14.5,4.2,6.4,0,2,121.9,1446,-34520.667,33251.572,54.381,3862.495,-0.203,5.887,43.4837,78.7933,-1.3893,11.2067,,1,1,3866,,,,,,
781,8,55,40,773,6.404,1.262,14.5,4.3,6.4,0,2,119.5,1446,-34520.667,33251.572,54.381,3862.495,-0.203,5.887,43.4837,78.7933,-1.3893,11.2067,,1,1,3866,,,,,,
782,8,55,40,973,6.411,1.278,14.4,4.8,6.2,0,2,111.4,1446,-34520.667,33251.572,54.381,3862.495,-0.203,5.887,43.4837,78.7933,-1.3893,11.2067,,1,1,3866,,,,,,
783,8,55,41,173,6.417,1.247,14.5,4.4,6.3,0,2,117.6,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
784,8,55,41,373,6.423,1.232,14.6,4.7,6.1,0,2,118.2,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
785,8,55,41,573,6.429,1.338,14.5,4.7,6.3,0,2,109.5,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
786,8,55,41,773,6.436,1.369,14.4,4.5,6.2,0,2,104.9,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
787,8,55,41,973,6.442,1.399,14.4,4.6,6.2,0,2,102.3,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
788,8,55,42,173,6.449,1.415,14.5,4.2,6.4,0,2,105.9,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
789,8,55,42,373,6.456,1.46,14.5,4.2,6.4,0,2,102.9,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
790,8,55,42,573,6.463,1.551,14.4,4.5,6.3,0,2,93.6,1446,-34520.654,33251.585,54.423,3862.477,-0.204,5.929,43.5056,78.526,-1.3674,11.474,,1,1,3866,,,,,,
791,8,55,42,773,6.471,1.582,14.5,4.8,6.2,0,2,91.3,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
792,8,55,42,973,6.478,1.521,14.6,5.1,5.9,0,2,92.2,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
793,8,55,43,173,6.485,1.627,14.5,4.8,6,0,2,86.3,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
794,8,55,43,373,6.493,1.673,14.4,4.2,6.3,0,2,85.7,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
795,8,55,43,573,6.503,1.719,14.5,4.6,6,0,2,82,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
796,8,55,43,773,6.512,1.749,14.5,4.8,6,0,2,80.9,1446,-34520.623,33251.612,54.39,3862.436,-0.207,5.896,43.4606,78.779,-1.4125,11.221,,1,1,3866,,,,,,
