2025_07_29_07_12_06_L_002.csv,ブーム:,L,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
1153,10,13,2,353,5.859,1.141,14.4,5.2,5.1,0,3,103.6,1463,-34519.578,33247.438,49.679,3864.64,-3.902,1.185,44.2532,87.5141,-0.6199,2.4859,,1,1,3866,,,,,,
1154,10,13,2,553,5.862,1.095,14.5,5.8,4.7,0,3,98.3,1463,-34519.578,33247.438,49.679,3864.64,-3.902,1.185,44.2532,87.5141,-0.6199,2.4859,,1,1,3866,,,,,,
1155,10,13,2,753,5.866,1.141,14.5,5.5,4.8,0,3,96.8,1463,-34519.578,33247.438,49.679,3864.64,-3.902,1.185,44.2532,87.5141,-0.6199,2.4859,,1,1,3866,,,,,,
1156,10,13,2,954,5.869,1.019,14.5,5.3,4.9,0,3,111.1,1463,-34519.578,33247.438,49.679,3864.64,-3.902,1.185,44.2532,87.5141,-0.6199,2.4859,,1,1,3866,,,,,,
1157,10,13,3,153,5.873,1.095,14.5,5.8,4.7,0,3,99.7,1463,-34519.578,33247.438,49.679,3864.64,-3.902,1.185,44.2532,87.5141,-0.6199,2.4859,,1,1,3866,,,,,,
1158,10,13,3,353,5.877,1.08,14.4,5.9,4.8,0,3,101.4,1463,-34519.555,33247.452,49.672,3864.614,-3.908,1.178,44.2076,87.5992,-0.6654,2.4008,,1,1,3866,,,,,,
1159,10,13,3,553,5.88,1.019,14.4,5.5,5,0,3,113.1,1463,-34519.555,33247.452,49.672,3864.614,-3.908,1.178,44.2076,87.5992,-0.6654,2.4008,,1,1,3866,,,,,,
1160,10,13,3,753,5.884,1.156,14.4,5.1,5.3,0,3,105.5,1463,-34519.555,33247.452,49.672,3864.614,-3.908,1.178,44.2076,87.5992,-0.6654,2.4008,,1,1,3866,,,,,,
1161,10,13,3,953,5.888,1.08,14.4,4.4,5.4,0,3,115,1463,-34519.555,33247.452,49.672,3864.614,-3.908,1.178,44.2076,87.5992,-0.6654,2.4008,,1,1,3866,,,,,,
1162,10,13,4,153,5.891,1.034,14.4,5,5.3,0,3,116.7,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1163,10,13,4,353,5.895,1.186,14.4,5.5,5.1,0,3,98,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1164,10,13,4,553,5.899,1.11,14.5,5.4,4.9,0,3,102.4,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1165,10,13,4,753,5.902,1.095,14.5,5.5,4.8,0,3,100.7,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1166,10,13,4,953,5.906,1.11,14.5,5.4,4.9,0,3,101.9,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1167,10,13,5,153,5.91,1.065,14.5,5.7,4.6,0,3,99.5,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1168,10,13,5,353,5.913,1.141,14.5,5.8,4.9,0,3,100,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1169,10,13,5,553,5.917,1.141,14.4,4.8,4.9,0,3,98.8,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1170,10,13,5,753,5.921,1.034,14.4,4.7,5.3,0,3,116.2,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1171,10,13,5,953,5.925,1.171,14.4,4.8,5.3,0,3,104.2,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1172,10,13,6,153,5.928,1.141,14.4,5.1,5.1,0,3,102.7,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1173,10,13,6,353,5.932,1.171,14.5,5.6,4.9,0,3,96.3,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1174,10,13,6,553,5.937,1.232,14.5,5.5,4.6,0,3,86.9,1463,-34519.537,33247.468,49.673,3864.591,-3.909,1.179,44.2101,87.6139,-0.6629,2.3861,,1,1,3866,,,,,,
1175,10,13,6,753,5.94,1.08,14.5,5.6,4.9,0,3,104.3,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1176,10,13,6,953,5.943,1.11,14.5,5.8,4.8,0,3,99.1,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1177,10,13,7,153,5.948,1.156,14.5,5.4,5,0,3,99.4,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1178,10,13,7,353,5.951,1.095,14.4,4.9,5.1,0,3,107.4,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1179,10,13,7,553,5.955,1.141,14.4,5.1,5.2,0,3,103.3,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1180,10,13,7,753,5.959,1.126,14.4,4.8,5.2,0,3,105.3,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1181,10,13,7,953,5.962,1.126,14.4,5.1,5.1,0,3,103.9,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1182,10,13,8,153,5.966,1.171,14.4,6,4.9,0,3,95.6,1463,-34519.501,33247.502,49.672,3864.54,-3.91,1.179,44.1876,87.5981,-0.6854,2.4019,,1,1,3866,,,,,,
1183,10,13,8,353,5.97,1.095,14.4,5.8,4.7,0,3,99,1463,-34519.478,33247.517,49.673,3864.514,-3.916,1.179,44.1622,87.6651,-0.7108,2.3349,,1,1,3866,,,,,,
1184,10,13,8,553,5.974,1.171,14.5,5.4,4.9,0,3,95.5,1463,-34519.478,33247.517,49.673,3864.514,-3.916,1.179,44.1622,87.6651,-0.7108,2.3349,,1,1,3866,,,,,,
1185,10,13,8,753,5.978,1.202,14.5,5.6,4.8,0,3,91.7,1463,-34519.478,33247.517,49.673,3864.514,-3.916,1.179,44.1622,87.6651,-0.7108,2.3349,,1,1,3866,,,,,,
1186,10,13,8,953,5.981,1.11,14.5,5.3,4.8,0,3,100.2,1463,-34519.478,33247.517,49.673,3864.514,-3.916,1.179,44.1622,87.6651,-0.7108,2.3349,,1,1,3866,,,,,,
1187,10,13,9,153,5.985,1.156,14.5,5.4,4.9,0,3,97.8,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1188,10,13,9,353,5.989,1.08,14.5,5.3,5.1,0,3,109.6,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1189,10,13,9,553,5.993,1.08,14.4,5.2,5.1,0,3,109.1,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1190,10,13,9,753,5.997,1.217,14.4,5.2,5.3,0,3,100.2,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1191,10,13,9,953,6,1.141,14.4,4.9,5.2,0,3,104.1,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1192,10,13,10,153,6.004,1.156,14.4,5.3,5.1,0,3,100.4,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1193,10,13,10,353,6.009,1.232,14.4,5.6,4.8,0,3,89.9,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1194,10,13,10,553,6.013,1.171,14.5,5.8,4.7,0,3,92.3,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1195,10,13,10,753,6.017,1.278,14.5,5.9,4.7,0,3,84,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1196,10,13,10,953,6.021,1.262,14.5,5.6,4.6,0,3,83.9,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1197,10,13,11,153,6.025,1.217,14.5,5.7,4.6,0,3,88.2,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1198,10,13,11,353,6.03,1.323,14.5,5.9,4.9,0,3,84.9,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1199,10,13,11,553,6.033,1.202,14.5,5,5.1,0,3,97.8,1463,-34519.463,33247.537,49.67,3864.489,-3.913,1.176,44.1747,87.6892,-0.6984,2.3108,,1,1,3866,,,,,,
1200,10,13,11,754,6.037,1.156,14.5,5.2,5.1,0,3,101.4,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1201,10,13,11,953,6.042,1.308,14.4,5,5.2,0,3,90,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1202,10,13,12,153,6.046,1.186,14.4,4.6,5.5,0,3,105,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1203,10,13,12,353,6.049,1.278,14.4,5.4,5.1,0,3,90.9,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1204,10,13,12,554,6.054,1.232,14.5,5.4,5,0,3,92.9,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1205,10,13,12,753,6.057,1.11,14.5,6,4.7,0,3,97.9,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1206,10,13,12,953,6.062,1.293,14.5,6.1,4.5,0,3,81.7,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1207,10,13,13,153,6.066,1.202,14.5,5.3,4.8,0,3,92.8,1463,-34519.449,33247.555,49.667,3864.466,-3.91,1.173,44.2151,87.6608,-0.6579,2.3392,,1,1,3866,,,,,,
1208,10,13,13,353,6.07,1.232,14.5,6.1,4.7,0,3,88.8,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1209,10,13,13,553,6.074,1.262,14.5,6.3,4.5,0,3,81.9,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1210,10,13,13,753,6.078,1.11,14.4,5.4,4.8,0,3,99.4,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1211,10,13,13,954,6.082,1.293,14.4,5.5,5,0,3,88.5,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1212,10,13,14,153,6.087,1.293,14.4,4.9,5.2,0,3,91.9,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1213,10,13,14,354,6.091,1.232,14.4,5,5.2,0,3,95.9,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1214,10,13,14,553,6.095,1.308,14.4,5.2,5.1,0,3,89.2,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1215,10,13,14,753,6.099,1.186,14.4,5,5.2,0,3,100.2,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1216,10,13,14,953,6.103,1.217,14.5,5.8,4.8,0,3,90.6,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1217,10,13,15,154,6.107,1.278,14.5,5.6,4.7,0,3,86,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1218,10,13,15,353,6.111,1.095,14.5,5.4,4.8,0,3,101.6,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1219,10,13,15,553,6.115,1.202,14.5,5.8,4.7,0,3,90.1,1463,-34519.412,33247.597,49.673,3864.411,-3.906,1.179,44.2506,87.6353,-0.6225,2.3647,,1,1,3866,,,,,,
1220,10,13,15,753,6.119,1.202,14.5,5.6,4.7,0,3,89.7,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1221,10,13,15,953,6.122,1.08,14.5,4.8,5.1,0,3,108.8,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1222,10,13,16,154,6.126,1.156,14.5,5.1,5.2,0,3,103.2,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1223,10,13,16,353,6.13,1.11,14.5,4.3,5.5,0,3,112.8,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1224,10,13,16,553,6.133,1.126,14.4,4.8,5.4,0,3,108.8,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1225,10,13,16,753,6.138,1.232,14.4,5.1,5.2,0,3,95.9,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1226,10,13,16,953,6.141,1.141,14.4,5.7,4.8,0,3,95.8,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1227,10,13,17,153,6.145,1.141,14.4,5.7,4.7,0,3,94.4,1463,-34519.377,33247.639,49.678,3864.355,-3.901,1.184,44.2942,87.6454,-0.5789,2.3546,,1,1,3866,,,,,,
1228,10,13,17,353,6.149,1.186,14.5,5.8,4.5,0,3,86.5,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1229,10,13,17,553,6.153,1.126,14.5,5.7,4.7,0,3,96.2,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1230,10,13,17,753,6.157,1.262,14.5,5.3,4.9,0,3,88.4,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1231,10,13,17,953,6.162,1.247,14.4,4.8,5.2,0,3,95.1,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1232,10,13,18,153,6.166,1.293,14.4,4.9,5.3,0,3,93.1,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1233,10,13,18,353,6.171,1.369,14.4,4.8,5.3,0,3,88.7,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1234,10,13,18,553,6.175,1.293,14.5,5.6,4.9,0,3,87.5,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1235,10,13,18,754,6.178,1.247,14.5,6.7,4.5,0,3,82.6,1463,-34519.358,33247.654,49.676,3864.331,-3.904,1.183,44.278,87.6571,-0.5951,2.3429,,1,1,3866,,,,,,
1236,10,13,18,953,6.183,1.186,14.5,5.3,4.7,0,3,91.8,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1237,10,13,19,153,6.187,1.186,14.5,5.8,4.7,0,3,91.1,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1238,10,13,19,353,6.192,1.43,14.5,5.2,4.9,0,3,79.1,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1239,10,13,19,553,6.196,1.369,14.5,5.1,4.8,0,3,80.4,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1240,10,13,19,753,6.2,1.247,14.5,4.8,5.3,0,3,98.8,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1241,10,13,19,953,6.204,1.186,14.5,4.5,5.4,0,3,104.8,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1242,10,13,20,153,6.208,1.156,14.5,4.5,5.4,0,3,106.2,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1243,10,13,20,353,6.212,1.186,14.4,5.6,5,0,3,96.7,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1244,10,13,20,553,6.216,1.156,14.4,5.4,5.1,0,3,100.9,1463,-34519.339,33247.675,49.679,3864.304,-3.902,1.185,44.2945,87.6251,-0.5785,2.3749,,1,1,3866,,,,,,
1245,10,13,20,753,6.219,1.08,14.4,5.6,4.6,0,3,97.8,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1246,10,13,20,953,6.223,1.141,14.5,5.6,4.8,0,3,96.5,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1247,10,13,21,153,6.226,1.065,14.5,5.2,5.1,0,3,111.6,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1248,10,13,21,354,6.23,1.034,14.5,4.5,5.2,0,3,116.5,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1249,10,13,21,553,6.234,1.095,14.4,4.5,5.4,0,3,112.3,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1250,10,13,21,753,6.238,1.11,14.4,4.4,5.5,0,3,112.4,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1251,10,13,21,953,6.241,1.08,14.4,4.8,5.3,0,3,111.7,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1252,10,13,22,153,6.244,1.065,14.4,5,5.3,0,3,114.2,1463,-34519.32,33247.697,49.674,3864.274,-3.9,1.18,44.2821,87.6868,-0.591,2.3132,,1,1,3866,,,,,,
1253,10,13,22,353,6.248,0.989,14.4,5.5,4.9,0,3,113.4,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1254,10,13,22,553,6.251,1.049,14.5,5.5,4.8,0,3,105.1,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1255,10,13,22,753,6.254,1.004,14.5,5.3,4.9,0,3,112,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1256,10,13,22,953,6.258,0.989,14.5,5.2,5.2,0,3,120.2,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1257,10,13,23,153,6.261,1.034,14.4,4.7,5.4,0,3,118.7,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1258,10,13,23,353,6.264,1.004,14.4,4.5,5.4,0,3,121.7,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1259,10,13,23,553,6.268,0.989,14.4,5.1,5.2,0,3,121.1,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1260,10,13,23,753,6.271,1.049,14.5,5.5,5,0,3,108.6,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1261,10,13,23,953,6.275,1.004,14.5,5.5,4.8,0,3,109.3,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1262,10,13,24,153,6.278,1.08,14.5,5.8,4.6,0,3,98.2,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1263,10,13,24,353,6.282,1.08,14.5,5.5,4.9,0,3,104.9,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1264,10,13,24,553,6.286,1.095,14.5,5.1,5.1,0,3,106.5,1463,-34519.28,33247.726,49.687,3864.226,-3.908,1.193,44.2577,87.6346,-0.6154,2.3654,,1,1,3866,,,,,,
1265,10,13,24,753,6.289,1.11,14.4,4.7,5.3,0,3,110.1,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1266,10,13,24,954,6.293,1.11,14.5,4.3,5.5,0,3,114,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1267,10,13,25,153,6.297,1.08,14.5,4.8,5.3,0,3,112.5,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1268,10,13,25,353,6.3,1.11,14.5,5.4,5,0,3,104,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1269,10,13,25,553,6.304,1.049,14.5,5.7,4.9,0,3,106.7,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1270,10,13,25,753,6.307,1.034,14.5,5.4,4.9,0,3,109.4,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1271,10,13,25,953,6.311,1.034,14.5,5.3,4.9,0,3,110.4,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1272,10,13,26,153,6.314,0.958,14.5,5.1,5.2,0,3,124.9,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1273,10,13,26,353,6.317,1.019,14.4,4.7,5.4,0,3,121.8,1463,-34519.267,33247.746,49.67,3864.202,-3.903,1.177,44.2733,87.7442,-0.5998,2.2558,,1,1,3866,,,,,,
1274,10,13,26,553,6.321,0.989,14.4,4.3,5.5,0,3,126.2,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1275,10,13,26,754,6.324,0.989,14.4,5.1,5.3,0,3,123,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1276,10,13,26,953,6.327,0.989,14.4,5.2,5.2,0,3,119.8,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1277,10,13,27,153,6.33,0.928,14.5,5.2,5,0,3,123,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1278,10,13,27,353,6.334,1.019,14.5,5.5,4.9,0,3,110.7,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1279,10,13,27,553,6.337,1.019,14.5,5.6,4.8,0,3,108,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1280,10,13,27,753,6.34,0.928,14.5,5.5,4.9,0,3,123.1,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
1281,10,13,27,953,6.343,0.913,14.5,5.2,5.2,0,3,131.7,1463,-34519.23,33247.774,49.681,3864.157,-3.909,1.187,44.2613,87.707,-0.6118,2.293,,1,1,3866,,,,,,
