2025_07_29_07_12_06_L_002.csv,ブーム:,L,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
6299,10,36,47,173,22.633,0.821,14.5,6.8,5.3,0,8,132.7,1468,-34518.7,33248.331,49.746,3863.388,-3.888,1.252,44.8032,87.4881,-0.0699,2.5119,,1,1,3866,,,,,,
6300,10,36,47,373,22.635,0.852,14.4,6.8,5.2,0,8,124.5,1468,-34518.689,33248.346,49.744,3863.369,-3.886,1.25,44.8155,87.4595,-0.0576,2.5405,,1,1,3866,,,,,,
6301,10,36,47,573,22.638,0.791,14.4,6.8,5.3,0,8,137.5,1468,-34518.689,33248.346,49.744,3863.369,-3.886,1.25,44.8155,87.4595,-0.0576,2.5405,,1,1,3866,,,,,,
6302,10,36,47,773,22.642,0.897,14.5,7,5,0,8,114.1,1468,-34518.689,33248.346,49.744,3863.369,-3.886,1.25,44.8155,87.4595,-0.0576,2.5405,,1,1,3866,,,,,,
6303,10,36,47,973,22.644,0.913,14.5,6.9,5.3,0,8,119,1468,-34518.689,33248.346,49.744,3863.369,-3.886,1.25,44.8155,87.4595,-0.0576,2.5405,,1,1,3866,,,,,,
6304,10,36,48,174,22.647,0.852,14.4,7.2,5,0,8,118.9,1468,-34518.689,33248.346,49.744,3863.369,-3.886,1.25,44.8155,87.4595,-0.0576,2.5405,,1,1,3866,,,,,,
6305,10,36,48,373,22.65,0.897,14.5,7.5,4.8,0,8,109.9,1468,-34518.69,33248.347,49.75,3863.369,-3.884,1.256,44.8205,87.4542,-0.0525,2.5458,,1,1,3866,,,,,,
6306,10,36,48,573,22.653,0.837,14.5,6.8,5,0,8,124,1468,-34518.69,33248.347,49.75,3863.369,-3.884,1.256,44.8205,87.4542,-0.0525,2.5458,,1,1,3866,,,,,,
6307,10,36,48,773,22.656,0.867,14.4,7.8,5.3,0,8,126.2,1468,-34518.69,33248.347,49.75,3863.369,-3.884,1.256,44.8205,87.4542,-0.0525,2.5458,,1,1,3866,,,,,,
6308,10,36,48,973,22.658,0.806,14.4,6.7,5.1,0,8,130.7,1468,-34518.69,33248.347,49.75,3863.369,-3.884,1.256,44.8205,87.4542,-0.0525,2.5458,,1,1,3866,,,,,,
6309,10,36,49,173,22.661,0.791,14.4,7.3,5,0,8,129.1,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6310,10,36,49,373,22.664,0.837,14.4,7.1,5,0,8,122.8,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6311,10,36,49,574,22.667,0.837,14.4,6.6,5.1,0,8,125.9,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6312,10,36,49,773,22.669,0.821,14.4,7.3,5.2,0,8,129.1,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6313,10,36,49,973,22.673,0.897,14.5,8,4.7,0,8,108.5,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6314,10,36,50,173,22.675,0.806,14.5,7.5,4.7,0,8,119.9,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6315,10,36,50,373,22.678,0.837,14.4,7.1,5,0,8,123.7,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6316,10,36,50,573,22.681,0.867,14.4,7.7,4.9,0,8,115.5,1468,-34518.669,33248.355,49.739,3863.349,-3.893,1.245,44.7356,87.5678,-0.1375,2.4322,,1,1,3866,,,,,,
6317,10,36,50,793,22.683,0.73,14.5,7.8,5,0,8,142.1,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6318,10,36,50,994,22.687,0.852,14.5,7.6,4.7,0,8,114.9,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6319,10,36,51,193,22.689,0.821,14.5,6.2,5.3,0,8,134,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6320,10,36,51,394,22.692,0.837,14.5,7.5,5,0,8,122.2,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6321,10,36,51,593,22.695,0.852,14.4,7.5,4.9,0,8,118.6,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6322,10,36,51,794,22.697,0.745,14.5,7,5,0,8,137.8,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6323,10,36,51,993,22.7,0.791,14.4,7.1,5,0,8,130.6,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6324,10,36,52,193,22.703,0.806,14.5,6.7,5.3,0,8,135.1,1468,-34518.66,33248.367,49.742,3863.334,-3.891,1.248,44.7695,87.5103,-0.1035,2.4897,,1,1,3866,,,,,,
6325,10,36,52,393,22.705,0.821,14.4,7.7,4.9,0,8,121.5,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6326,10,36,52,593,22.709,0.928,14.5,7.8,5.1,0,8,112.2,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6327,10,36,52,794,22.711,0.882,14.5,7,5,0,8,116.2,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6328,10,36,52,993,22.714,0.867,14.5,7.5,5,0,8,118.6,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6329,10,36,53,193,22.717,0.837,14.5,7.8,4.8,0,8,118.4,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6330,10,36,53,393,22.72,0.852,14.5,7,5.1,0,8,123,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6331,10,36,53,594,22.723,0.867,14.5,7.2,4.8,0,8,115.3,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6332,10,36,53,793,22.725,0.837,14.5,7.2,5,0,8,122.2,1468,-34518.635,33248.395,49.749,3863.296,-3.889,1.255,44.7869,87.5045,-0.0862,2.4955,,1,1,3866,,,,,,
6333,10,36,53,993,22.728,0.837,14.4,7.4,5.1,0,8,125.3,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6334,10,36,54,193,22.731,0.821,14.4,7.6,4.8,0,8,118.9,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6335,10,36,54,393,22.734,0.806,14.5,7.6,4.8,0,8,122,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6336,10,36,54,593,22.737,0.821,14.5,7.1,5,0,8,126.6,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6337,10,36,54,793,22.739,0.791,14.5,7,5.1,0,8,132.3,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6338,10,36,54,993,22.742,0.852,14.5,7.7,5,0,8,120.7,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6339,10,36,55,193,22.745,0.837,14.5,7.4,4.8,0,8,118.2,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6340,10,36,55,393,22.748,0.897,14.5,7.4,4.7,0,8,107.6,1468,-34518.622,33248.409,49.746,3863.278,-3.888,1.252,44.7921,87.5115,-0.0809,2.4885,,1,1,3866,,,,,,
6341,10,36,55,593,22.751,0.897,14.5,6.5,5.4,0,8,122.7,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6342,10,36,55,793,22.754,0.897,14.4,7.1,5.3,0,8,120,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6343,10,36,55,993,22.757,0.928,14.5,7.3,5,0,8,111,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6344,10,36,56,193,22.759,0.791,14.5,7.7,4.8,0,8,125.2,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6345,10,36,56,393,22.762,0.867,14.5,7.6,5.1,0,8,121.9,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6346,10,36,56,593,22.765,0.806,14.4,7.3,5,0,8,127.8,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6347,10,36,56,793,22.768,0.837,14.4,7,5,0,8,122,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6348,10,36,56,993,22.771,0.928,14.4,7.9,4.6,0,8,102.4,1468,-34518.606,33248.42,49.743,3863.258,-3.892,1.249,44.7699,87.5511,-0.1032,2.4489,,1,1,3866,,,,,,
6349,10,36,57,193,22.774,0.806,14.5,6.3,5.2,0,8,133.1,1468,-34518.595,33248.436,49.745,3863.239,-3.888,1.252,44.7716,87.5514,-0.1015,2.4486,,1,1,3866,,,,,,
6350,10,36,57,393,22.776,0.821,14.4,7.5,4.9,0,8,120.4,1468,-34518.595,33248.436,49.745,3863.239,-3.888,1.252,44.7716,87.5514,-0.1015,2.4486,,1,1,3866,,,,,,
6351,10,36,57,593,22.78,0.867,14.4,7.6,4.9,0,8,115.7,1468,-34518.595,33248.436,49.745,3863.239,-3.888,1.252,44.7716,87.5514,-0.1015,2.4486,,1,1,3866,,,,,,
6352,10,36,57,793,22.782,0.776,14.5,7,5,0,8,132.3,1468,-34518.595,33248.436,49.745,3863.239,-3.888,1.252,44.7716,87.5514,-0.1015,2.4486,,1,1,3866,,,,,,
6353,10,36,57,993,22.785,0.897,14.4,7.2,5.1,0,8,116.3,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6354,10,36,58,193,22.788,0.837,14.4,7.4,5.1,0,8,124.3,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6355,10,36,58,393,22.79,0.821,14.5,7.2,5,0,8,125.8,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6356,10,36,58,593,22.794,0.897,14.4,6.5,5.2,0,8,119.3,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6357,10,36,58,793,22.796,0.837,14.4,7.1,5,0,8,122.6,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6358,10,36,58,993,22.799,0.867,14.5,7.9,4.7,0,8,111,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6359,10,36,59,193,22.802,0.806,14.5,6.7,5.1,0,8,130.2,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6360,10,36,59,393,22.804,0.761,14.4,7.2,5.2,0,8,140.3,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6361,10,36,59,593,22.807,0.852,14.4,7,5.1,0,8,121.1,1468,-34518.58,33248.451,49.74,3863.218,-3.888,1.246,44.7843,87.589,-0.0888,2.411,,1,1,3866,,,,,,
6362,10,36,59,793,22.81,0.837,14.4,7.7,4.7,0,8,116.1,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6363,10,36,59,993,22.813,0.806,14.5,6.4,5,0,8,128.2,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6364,10,37,0,193,22.816,0.897,14.4,7.4,5,0,8,113.1,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6365,10,37,0,393,22.819,0.852,14.5,7.6,4.9,0,8,118.8,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6366,10,37,0,593,22.821,0.852,14.5,6.9,5,0,8,121,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6367,10,37,0,793,22.824,0.867,14.4,7.4,5,0,8,118.6,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6368,10,37,0,993,22.827,0.806,14.4,7.6,4.8,0,8,121.8,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6369,10,37,1,193,22.83,0.897,14.5,7.5,4.9,0,8,111.9,1468,-34518.574,33248.466,49.753,3863.203,-3.882,1.259,44.8449,87.4522,-0.0282,2.5478,,1,1,3866,,,,,,
6370,10,37,1,393,22.833,0.867,14.5,7,5.1,0,8,120.4,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6371,10,37,1,593,22.835,0.837,14.5,7.4,5,0,8,122.4,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6372,10,37,1,793,22.838,0.821,14.4,7.3,4.9,0,8,122.4,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6373,10,37,1,993,22.841,0.73,14.5,7,4.9,0,8,138.1,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6374,10,37,2,193,22.844,0.821,14.4,7,5.1,0,8,127,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6375,10,37,2,393,22.847,0.867,14.5,7.1,5.2,0,8,123.1,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6376,10,37,2,593,22.849,0.821,14.4,7.7,4.7,0,8,117.9,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6377,10,37,2,793,22.852,0.882,14.5,7.2,4.7,0,8,110.3,1468,-34518.543,33248.487,49.755,3863.167,-3.888,1.261,44.7778,87.4933,-0.0953,2.5067,,1,1,3866,,,,,,
6378,10,37,2,993,22.855,0.791,14.5,7.1,5.1,0,8,132,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6379,10,37,3,194,22.858,0.837,14.4,7.4,5,0,8,122.6,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6380,10,37,3,393,22.86,0.852,14.5,7.7,4.8,0,8,116.6,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6381,10,37,3,593,22.863,0.837,14.5,7.7,4.9,0,8,119.8,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6382,10,37,3,793,22.866,0.821,14.5,7.3,5.1,0,8,126.9,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6383,10,37,3,993,22.869,0.852,14.5,7.3,5.1,0,8,123.4,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6384,10,37,4,193,22.871,0.791,14.5,7.7,4.7,0,8,122.9,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6385,10,37,4,393,22.874,0.837,14.5,7.8,4.9,0,8,119.7,1468,-34518.533,33248.5,49.755,3863.15,-3.886,1.262,44.803,87.4693,-0.07,2.5307,,1,1,3866,,,,,,
6386,10,37,4,593,22.877,0.806,14.5,6.2,5.3,0,8,134.7,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6387,10,37,4,794,22.879,0.761,14.4,7.4,5,0,8,133,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6388,10,37,4,994,22.883,0.897,14.4,7.5,4.8,0,8,109.6,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6389,10,37,5,193,22.885,0.791,14.4,7.5,4.8,0,8,123.8,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6390,10,37,5,413,22.887,0.745,14.4,7.6,5,0,8,135.8,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6391,10,37,5,614,22.891,0.806,14.4,7.6,4.8,0,8,121.2,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6392,10,37,5,814,22.893,0.761,14.5,6.6,5.2,0,8,139.9,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6393,10,37,6,13,22.896,0.852,14.5,6.9,5.1,0,8,122.8,1468,-34518.514,33248.512,49.75,3863.128,-3.891,1.256,44.739,87.5629,-0.1341,2.4371,,1,1,3866,,,,,,
6394,10,37,6,213,22.899,0.791,14.4,7.6,5.1,0,8,131.8,1468,-34518.502,33248.526,49.752,3863.11,-3.89,1.258,44.7525,87.5551,-0.1206,2.4449,,1,1,3866,,,,,,
6395,10,37,6,413,22.901,0.745,14.5,7.3,5,0,8,137.7,1468,-34518.502,33248.526,49.752,3863.11,-3.89,1.258,44.7525,87.5551,-0.1206,2.4449,,1,1,3866,,,,,,
6396,10,37,6,613,22.904,0.837,14.5,6.8,4.7,0,8,115.9,1468,-34518.502,33248.526,49.752,3863.11,-3.89,1.258,44.7525,87.5551,-0.1206,2.4449,,1,1,3866,,,,,,
6397,10,37,6,813,22.906,0.745,14.4,6.7,5.3,0,8,146.2,1468,-34518.502,33248.526,49.752,3863.11,-3.89,1.258,44.7525,87.5551,-0.1206,2.4449,,1,1,3866,,,,,,
6398,10,37,7,13,22.909,0.837,14.4,7.6,4.9,0,8,119.1,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6399,10,37,7,213,22.912,0.791,14.5,7.6,4.9,0,8,126.5,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6400,10,37,7,414,22.914,0.745,14.5,7.2,4.9,0,8,134.1,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6401,10,37,7,613,22.917,0.806,14.5,7.1,5,0,8,128.1,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6402,10,37,7,813,22.92,0.761,14.4,7.3,4.9,0,8,132.4,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6403,10,37,8,13,22.922,0.806,14.5,8,4.8,0,8,121.3,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6404,10,37,8,213,22.925,0.791,14.5,6.9,5.1,0,8,131.7,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6405,10,37,8,413,22.927,0.761,14.4,7.1,4.9,0,8,131.8,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6406,10,37,8,613,22.93,0.745,14.5,7.9,4.9,0,8,133.9,1468,-34518.492,33248.538,49.752,3863.094,-3.888,1.258,44.784,87.525,-0.0891,2.475,,1,1,3866,,,,,,
6407,10,37,8,814,22.933,0.776,14.5,6.9,5.1,0,8,135.8,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6408,10,37,9,14,22.935,0.776,14.5,7.6,5,0,8,131.9,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6409,10,37,9,213,22.938,0.791,14.4,7.2,4.9,0,8,127.6,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6410,10,37,9,413,22.94,0.73,14.5,7.4,5,0,8,139.9,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6411,10,37,9,613,22.943,0.776,14.4,7.8,4.8,0,8,126,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6412,10,37,9,813,22.946,0.821,14.4,7.8,4.8,0,8,120,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6413,10,37,10,14,22.948,0.806,14.4,7.7,4.8,0,8,122.2,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6414,10,37,10,214,22.951,0.791,14.5,7.3,4.7,0,8,122.7,1468,-34518.476,33248.548,49.763,3863.076,-3.893,1.269,44.7433,87.5175,-0.1297,2.4825,,1,1,3866,,,,,,
6415,10,37,10,414,22.953,0.776,14.4,7.3,5.1,0,8,134.2,1468,-34518.466,33248.562,49.749,3863.059,-3.889,1.255,44.7336,87.5454,-0.1394,2.4546,,1,1,3866,,,,,,
6416,10,37,10,613,22.957,0.852,14.4,7.5,4.8,0,8,115.2,1468,-34518.466,33248.562,49.749,3863.059,-3.889,1.255,44.7336,87.5454,-0.1394,2.4546,,1,1,3866,,,,,,
6417,10,37,10,813,22.959,0.837,14.4,7.8,4.7,0,8,114.1,1468,-34518.466,33248.562,49.749,3863.059,-3.889,1.255,44.7336,87.5454,-0.1394,2.4546,,1,1,3866,,,,,,
6418,10,37,11,13,22.962,0.761,14.4,6.9,5.1,0,8,136.5,1468,-34518.466,33248.562,49.749,3863.059,-3.889,1.255,44.7336,87.5454,-0.1394,2.4546,,1,1,3866,,,,,,
6419,10,37,11,213,22.964,0.806,14.4,7.3,5.1,0,8,128.4,1468,-34518.457,33248.576,49.754,3863.043,-3.887,1.26,44.7998,87.4688,-0.0733,2.5312,,1,1,3866,,,,,,
6420,10,37,11,413,22.967,0.806,14.4,7.4,4.8,0,8,122.4,1468,-34518.457,33248.576,49.754,3863.043,-3.887,1.26,44.7998,87.4688,-0.0733,2.5312,,1,1,3866,,,,,,
6421,10,37,11,613,22.969,0.761,14.5,7.8,4.7,0,8,128,1468,-34518.457,33248.576,49.754,3863.043,-3.887,1.26,44.7998,87.4688,-0.0733,2.5312,,1,1,3866,,,,,,
6422,10,37,11,814,22.972,0.806,14.5,7.2,5,0,8,128,1468,-34518.457,33248.576,49.754,3863.043,-3.887,1.26,44.7998,87.4688,-0.0733,2.5312,,1,1,3866,,,,,,
6423,10,37,12,13,22.975,0.761,14.4,7.4,5,0,8,135.8,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
6424,10,37,12,213,22.977,0.791,14.5,8.2,4.8,0,8,126.4,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
6425,10,37,12,414,22.98,0.806,14.5,6.9,4.7,0,8,121.3,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
6426,10,37,12,613,22.983,0.715,14.5,7.3,5.1,0,8,148.4,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
6427,10,37,12,813,22.986,0.913,14.5,7.5,4.9,0,8,109.9,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
6428,10,37,13,13,22.988,0.806,14.5,7.3,4.9,0,8,126.2,1468,-34518.441,33248.592,49.735,3863.02,-3.887,1.241,44.7784,87.6825,-0.0947,2.3175,,1,1,3866,,,,,,
